                      mean          std        2.5q         25q         50q        75q      97.5q       mc err
v_subj(hc).780    0.801508     0.103314    0.601135    0.732656    0.799228    0.87408    1.00306    0.0027663
v_subj(hc).781     1.59774     0.127905     1.34949     1.50736     1.59643    1.68708    1.84958   0.00343016
v_subj(hc).782    0.717525     0.101047    0.518727    0.650346    0.712329   0.786399   0.923577   0.00251999
v_subj(hc).783     1.60099     0.115913     1.37316     1.52368     1.60093    1.67912     1.8296   0.00300412
v_subj(hc).784    0.257281    0.0896985   0.0804995    0.196483    0.258047   0.318994   0.431971   0.00199039
v_subj(hv).761     2.35229     0.127823     2.10207     2.26476     2.35549    2.43726    2.60856   0.00311841
v_subj(hv).762     1.26473    0.0984485     1.07719     1.19905     1.26094    1.33077    1.46246   0.00277199
v_subj(hv).763    0.119208    0.0778043  -0.0310194   0.0649951    0.119134   0.172804   0.273642   0.00203191
v_subj(hv).764    0.260555    0.0893634   0.0875684     0.20137     0.26101   0.319788   0.434942   0.00220091
v_subj(hv).765     1.59996    0.0962248     1.41098     1.53884     1.59827    1.66314    1.78888   0.00251488
v_subj(hv).766     1.04793     0.101161    0.852942    0.981636      1.0471    1.11775    1.24762   0.00273182
v_subj(hv).767     1.29557     0.104248     1.09434     1.22539     1.29278    1.36921    1.49792   0.00252905
v_subj(hv).768    0.220752    0.0871142   0.0537271    0.160028    0.220675    0.27905    0.39414   0.00190165
v_subj(hv).769     1.07407     0.103545    0.873436     1.00323     1.07281    1.14439    1.27566   0.00245547
v_subj(hv).770    0.744906    0.0953159     0.55813     0.68308    0.742323   0.807226    0.93462   0.00250483
v_subj(hv).771  -0.0324537    0.0963986   -0.218101  -0.0969272   -0.034477  0.0330914   0.156055   0.00214107
v_subj(hv).772   -0.120531    0.0923695   -0.303288   -0.182872   -0.119629 -0.0575127  0.0556149   0.00193379
v_subj(hv).773     1.65271     0.125242     1.41384     1.57074     1.65132    1.73752    1.90454   0.00314449
v_subj(hv).774    0.861629     0.103335    0.663499    0.788343    0.860594   0.933429    1.06704   0.00228639
v_subj(hv).775   0.0200971     0.100119    -0.17676  -0.0491462    0.020428  0.0871261   0.219667   0.00225354
v_subj(hv).776     1.06371    0.0869542    0.894934      1.0058     1.06259    1.12245    1.23238   0.00219796
v_subj(hv).777     1.48366     0.113564     1.25508      1.4055     1.48235     1.5645    1.71043   0.00342096
v_subj(hv).778    0.138164    0.0707777 -0.00327102   0.0901345    0.139754   0.187207   0.275862    0.0017301
v_subj(hv).779     1.39641     0.106982     1.19112     1.32219     1.39596      1.468    1.60536    0.0026167
v_subj(hv).780     1.82867     0.125327     1.57816      1.7406     1.83151    1.91376    2.07367   0.00318433
v_subj(hv).781     1.74046     0.137348     1.47328     1.64563     1.73957     1.8329    2.01527   0.00337253
v_subj(hv).782    0.807605    0.0913707    0.621146    0.748585    0.809286   0.869714   0.984529   0.00220737
v_subj(hv).783     1.96974     0.125157     1.73027     1.88403     1.96971      2.056    2.21668   0.00371427
v_subj(hv).784    0.242609    0.0811862   0.0821267     0.18749    0.244557   0.295965   0.403342   0.00193608
v_subj(lc).761      3.1718     0.143574     2.89152     3.07611     3.17191    3.26807    3.44252   0.00360081
v_subj(lc).762     2.22308     0.122405     1.98492     2.13929     2.22205    2.30706    2.46793   0.00350215
v_subj(lc).763    0.491626    0.0911167    0.317351    0.429682    0.490417   0.553732   0.671404   0.00235589
v_subj(lc).764     1.19411    0.0998085     1.00064     1.12676     1.19393    1.26215    1.38857   0.00243428
v_subj(lc).765     2.06096     0.102708     1.86041     1.99398     2.05872    2.12789     2.2666   0.00285216
v_subj(lc).766     2.40947     0.110995     2.19296     2.32972      2.4116    2.48418    2.63077    0.0031969
v_subj(lc).767     2.64122       0.1196     2.39546     2.55799     2.64243    2.72346    2.86853   0.00376724
