                      mean          std       2.5q        25q         50q        75q      97.5q       mc err
z_subj.770        0.409889    0.0077924   0.394835   0.404704     0.41002    0.41512   0.425209  0.000251128
z_subj.771        0.504768    0.0078689   0.489105   0.499602    0.504686   0.510077    0.52016  0.000273732
z_subj.772        0.502092   0.00798845     0.4866   0.496438     0.50244   0.507496   0.517531  0.000240218
z_subj.773        0.415603   0.00793491    0.40027   0.410127    0.415399   0.421159   0.430763  0.000270783
z_subj.774        0.430416   0.00753337   0.415731   0.425279    0.430536   0.435584   0.444846  0.000248816
z_subj.775        0.495084   0.00758243   0.480127   0.489845    0.495236   0.500196   0.509413    0.0002437
z_subj.776         0.41741   0.00768474   0.402446    0.41243    0.417472   0.422459   0.432933   0.00023862
z_subj.777        0.415152    0.0078409   0.400143   0.409763    0.415203   0.420406   0.430423  0.000231664
z_subj.778        0.426981   0.00766936   0.412119   0.421679    0.426888   0.432209   0.442088  0.000225346
z_subj.779        0.429243   0.00785136   0.414365   0.424005    0.429126   0.434285   0.445254  0.000248681
z_subj.780        0.441067   0.00777432   0.426158   0.435892    0.440918   0.446456   0.456353  0.000269261
z_subj.781        0.423838   0.00795185    0.40831   0.418384     0.42366    0.42911   0.439528  0.000273527
z_subj.782        0.441182   0.00782339   0.425561   0.435954    0.441165   0.446393   0.456896  0.000250683
z_subj.783        0.399304   0.00774783   0.383996   0.394178    0.399371   0.404537   0.414686  0.000257929
z_subj.784        0.469851   0.00785845   0.454509   0.464599    0.469747   0.475101   0.485373  0.000231599
DIC: -28743.071810
deviance: -28976.489292
pD: 233.417483
