                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
z_subj(lv).4      0.595148    0.0132692     0.568693     0.586638     0.595658     0.603503     0.621319  0.000395825
z_subj(lv).5       0.54585    0.0135163     0.520438     0.536553     0.546004      0.55511     0.571594  0.000389484
z_subj(lv).6      0.581836     0.012405     0.557789     0.573129     0.581802     0.590578      0.60631  0.000333369
z_subj(lv).7      0.595678    0.0114399     0.573623     0.588092     0.595746     0.603152      0.61825  0.000285565
z_subj(lv).8       0.45085    0.0162658     0.419818       0.4401     0.450746     0.461867     0.482894  0.000529054
z_subj(lv).9      0.558249    0.0118906     0.533515     0.550648     0.558234     0.566238      0.58145  0.000307911
z_subj(lv).10     0.556327    0.0127099     0.530448     0.547673      0.55687     0.565014     0.580093  0.000305841
z_subj(lv).11     0.548782    0.0121996     0.525172     0.540675     0.548141     0.557211     0.573877  0.000331235
z_subj(lv).12     0.568418    0.0119162     0.545347     0.560556     0.568533     0.576602      0.59081  0.000303086
z_subj(lv).13     0.538639    0.0128481      0.51341     0.530133     0.538477     0.547064     0.563529  0.000334815
z_subj(lv).14     0.579259     0.011661     0.556103     0.571611      0.57908     0.587129     0.602309  0.000276802
z_subj(lv).15     0.575653    0.0128185     0.550334     0.566931     0.575613      0.58444     0.601284  0.000337923
z_subj(lv).16      0.56937    0.0125751     0.544515      0.56076     0.569482     0.577584     0.593916  0.000298037
z_subj(lv).17        0.455    0.0154076     0.424471     0.444957     0.454913     0.465348     0.485813  0.000429022
z_subj(lv).18     0.567121    0.0129438     0.541615     0.558597     0.567316     0.575592     0.592029  0.000373231
z_subj(lv).19     0.547359    0.0134043     0.521315     0.538241      0.54753     0.556187     0.575086  0.000381181
z_subj(lv).20     0.573417    0.0126262     0.548596     0.565062     0.573542     0.582127     0.597936  0.000340881
z_subj(lv).21     0.547391    0.0135188     0.520391     0.538318     0.547518     0.556474      0.57377  0.000342446
z_subj(lv).22     0.533991    0.0133206     0.507349     0.525456     0.534113      0.54307     0.560035  0.000343631
z_subj(lv).23     0.418087    0.0167612     0.386344     0.406788     0.417931     0.429261     0.451462  0.000566202
DIC: -60007.913370
deviance: -60223.223291
pD: 215.309921
