                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
v_subj(lv).10      1.06032     0.122029      0.81605     0.978501      1.06456      1.14401      1.29279   0.00266228
v_subj(lv).11      2.21693     0.179804      1.86124      2.09996      2.21536      2.33909      2.56433   0.00392834
v_subj(lv).12      1.64028     0.184286      1.28332      1.51892      1.64067      1.76412      2.00154   0.00424036
v_subj(lv).13     0.776517     0.103204     0.571822     0.708089     0.779998     0.850093      0.96412   0.00227719
v_subj(lv).14      1.35286     0.174262       1.0091      1.23849      1.35135      1.46988       1.6967   0.00373023
v_subj(lv).15      1.48001      0.15474      1.17648      1.37659      1.48134       1.5851       1.7911   0.00366048
v_subj(lv).16      1.63106     0.119319      1.39663      1.54726      1.62763      1.71328      1.86686   0.00280456
v_subj(lv).17      1.55905    0.0901372       1.3873      1.49814      1.55763      1.62079      1.73781   0.00250162
v_subj(lv).18      1.25333     0.101492      1.05902      1.18404       1.2519      1.32211      1.45017    0.0022772
v_subj(lv).19      1.24654     0.141318     0.967096      1.14988      1.24774      1.34091      1.53018   0.00387977
v_subj(lv).20      1.07976     0.106789     0.869024      1.00869      1.07877      1.15043      1.28937    0.0027094
v_subj(lv).21      1.04612     0.139212     0.775454      0.95558      1.04705      1.13782      1.32466   0.00313261
v_subj(lv).22      1.11116     0.125111     0.860501      1.02586      1.11264      1.19571      1.35331   0.00284144
v_subj(lv).23      1.71253     0.117293      1.48174      1.63313      1.71131      1.79205      1.94301   0.00351793
t                 0.216205    0.0624974     0.127864     0.171771      0.20682     0.248045     0.370669   0.00429191
t_std             0.289405     0.103738     0.153965     0.215965     0.270698     0.337088     0.536778   0.00711176
t_subj.0           0.14686   0.00117564     0.144501     0.146094     0.146847     0.147659     0.149119  4.11112e-05
t_subj.1          0.208752   0.00061195     0.207506     0.208348     0.208761     0.209169     0.209899  2.08726e-05
t_subj.2           0.10831   0.00144637     0.105441     0.107334     0.108348     0.109261     0.111087  5.17739e-05
t_subj.3        3.5793e-06  4.28033e-06   2.3378e-09   5.5601e-07  2.06923e-06  4.90925e-06  1.55692e-05   1.7236e-07
t_subj.4          0.214349  0.000504515     0.213334     0.214015     0.214357     0.214694     0.215282  1.56673e-05
t_subj.5          0.179652   0.00081953     0.178029     0.179112     0.179664     0.180221     0.181207  2.37902e-05
t_subj.6          0.224058  0.000421916     0.223228     0.223772     0.224076     0.224345     0.224864   1.4099e-05
t_subj.7          0.238966  0.000429233     0.238087     0.238684     0.238977     0.239266     0.239759  1.46521e-05
t_subj.8          0.146395  0.000503398     0.145312     0.146071     0.146431     0.146745     0.147267  1.23143e-05
t_subj.9          0.176247  0.000903234     0.174472     0.175652     0.176242     0.176828     0.177988  3.25128e-05
t_subj.10         0.123718   0.00124981     0.121237     0.122902     0.123734     0.124552     0.126143  4.66353e-05
t_subj.11         0.225539  0.000533581     0.224456     0.225182     0.225551     0.225906     0.226552  1.68113e-05
t_subj.12         0.239069  0.000437877     0.238222     0.238773     0.239069     0.239368     0.239944  1.59934e-05
t_subj.13        0.0743882   0.00163485    0.0709977    0.0733334    0.0743892    0.0755468     0.077449  6.34638e-05
t_subj.14         0.234702  0.000365841     0.233948     0.234464      0.23472     0.234959     0.235349  1.05591e-05
t_subj.15         0.200901  0.000719122     0.199402      0.20044     0.200917     0.201408     0.202257  2.50142e-05
t_subj.16         0.135874   0.00124099     0.133282     0.135088     0.135951     0.136743      0.13817  5.04581e-05
t_subj.17      3.21011e-06  4.15064e-06  7.89374e-09  4.43428e-07  1.67329e-06   4.3816e-06  1.45558e-05  1.62695e-07
t_subj.18        0.0826404   0.00176842    0.0792504    0.0814064    0.0826471    0.0838415    0.0861538  6.53577e-05
t_subj.19          0.19929  0.000764035     0.197793     0.198795     0.199299     0.199791     0.200782  2.72764e-05
t_subj.20         0.101081   0.00151925    0.0980728     0.100065     0.101114     0.102114        0.104  6.05093e-05
t_subj.21         0.200297  0.000724474     0.198821     0.199814     0.200319     0.200789     0.201641  2.58355e-05
t_subj.22         0.171895  0.000977445     0.169993     0.171245     0.171897      0.17258     0.173661  3.77108e-05
t_subj.23         0.115268  0.000545908     0.114136     0.114916     0.115301     0.115654      0.11628  1.23891e-05
z                 0.527241   0.00741805     0.512496     0.522428     0.527371     0.532065     0.541698  0.000161429
z_std              0.13922    0.0171278     0.109253     0.127312     0.137832     0.150206     0.175723  0.000408232
z_subj.0          0.536816   0.00729063     0.522821     0.531798     0.536807     0.541817     0.551198  0.000197166
z_subj.1          0.528964   0.00767631      0.51394     0.523764     0.528952     0.534482     0.543331  0.000235224
z_subj.2          0.523108   0.00754138     0.508617     0.517986     0.523095     0.528039     0.538264  0.000238855
z_subj.3          0.470018   0.00822273     0.453856     0.464569     0.469901     0.475504     0.486724  0.000261713
z_subj.4          0.542858   0.00773859     0.527731      0.53771     0.542764     0.548078     0.557937  0.000232352
z_subj.5          0.520294   0.00763274     0.505265     0.515051      0.52028     0.525422     0.535587  0.000235283
z_subj.6          0.523385   0.00762268     0.508386     0.518365     0.523431      0.52856     0.538228  0.000224691
z_subj.7          0.580551   0.00656759     0.567447     0.575998     0.580557     0.585076     0.593161  0.000204447
z_subj.8          0.457718   0.00842249     0.441129     0.452015     0.457853     0.463135      0.47418  0.000273242
z_subj.9          0.549811   0.00725855      0.53568      0.54508     0.549818     0.554452     0.564498  0.000201389
z_subj.10         0.532796    0.0070506     0.518931     0.528193     0.533085     0.537639     0.546449   0.00019119
z_subj.11         0.539909    0.0070287     0.526002     0.535092     0.540146     0.544642     0.553265  0.000185469
z_subj.12         0.561436   0.00666101     0.547888     0.556945     0.561865     0.565836     0.574332  0.000165002
z_subj.13         0.550205   0.00708724      0.53616     0.545466     0.550375     0.554901     0.564016  0.000228892
z_subj.14         0.550233   0.00688169     0.536638     0.545433     0.550476      0.55486     0.563349  0.000170178
z_subj.15         0.560627   0.00706776     0.546504     0.555888     0.560574     0.565463     0.574293   0.00017294
z_subj.16          0.54094   0.00737179     0.526603     0.536006     0.540961     0.545931     0.555152  0.000226594
z_subj.17         0.438434   0.00826086     0.422137     0.432798     0.438288      0.44433     0.454423  0.000273329
z_subj.18          0.54167   0.00744564     0.527376     0.536732     0.541613     0.546705     0.556296  0.000234944
z_subj.19         0.541804   0.00717732     0.527536     0.536873      0.54198     0.546549      0.55615  0.000180824
z_subj.20         0.566757   0.00748984     0.550641     0.562001     0.566777     0.571724     0.581595  0.000250245
z_subj.21         0.541183   0.00710014     0.526851     0.536424     0.541425      0.54602     0.554745  0.000199022
z_subj.22         0.517512   0.00696427     0.503965      0.51283     0.517501     0.521897     0.531296   0.00022128
z_subj.23          0.43996   0.00866902     0.422858     0.434342     0.440018     0.445735     0.457205  0.000300969
DIC: -60062.950160
deviance: -60287.572509
pD: 224.622349
