                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
t_subj(lv).17  1.26452e-05  1.67163e-05  3.87924e-08  1.74398e-06    6.742e-06  1.70558e-05  5.84721e-05  5.49511e-07
t_subj(lv).18    0.0818507   0.00273861    0.0761442    0.0800958    0.0819529    0.0837131    0.0868777  8.36145e-05
t_subj(lv).19     0.199919   0.00117689     0.197431     0.199183     0.199962     0.200746     0.202182  3.23363e-05
t_subj(lv).20     0.101851   0.00214404     0.097523      0.10046      0.10185     0.103312     0.105949  6.55946e-05
t_subj(lv).21     0.201955   0.00106989     0.199773     0.201261     0.201964      0.20269     0.203971  3.10761e-05
t_subj(lv).22     0.171743   0.00151351     0.168533     0.170787     0.171777     0.172798     0.174622  3.76717e-05
t_subj(lv).23     0.115137   0.00108755     0.112638     0.114493     0.115202     0.115922     0.117001  2.15485e-05
z                 0.530318   0.00740698     0.516173     0.525464     0.530071     0.535205     0.544755  0.000160901
z_std             0.141092     0.016892     0.112627     0.128901     0.140303     0.151492     0.177398  0.000387364
z_subj.0          0.539555   0.00737652     0.525122     0.534627     0.539312     0.544633     0.553934  0.000230174
z_subj.1          0.520243   0.00801859     0.504424     0.514636     0.520276     0.525553     0.536201  0.000246521
z_subj.2          0.519493   0.00770965     0.504797     0.514367     0.519526     0.524837     0.534437  0.000211568
z_subj.3          0.471141   0.00776891     0.455824     0.465875     0.471286     0.476453      0.48566  0.000192415
z_subj.4          0.546104   0.00777719     0.530965     0.540694     0.546308     0.551477     0.561308  0.000243498
z_subj.5          0.521116    0.0077307     0.506006     0.515976      0.52104     0.526433      0.53662  0.000220788
z_subj.6           0.53109    0.0076233     0.515618     0.526172     0.531244     0.536456     0.545334  0.000242201
z_subj.7          0.583593   0.00653746     0.571545     0.579163     0.583575     0.588104     0.596414  0.000190485
z_subj.8          0.460947   0.00838337     0.444933      0.45505     0.461055     0.466849      0.47693  0.000239125
z_subj.9          0.551939   0.00710197     0.537749     0.547124     0.551986     0.556793     0.565711  0.000206491
z_subj.10         0.537207   0.00700513     0.523534     0.532652     0.537191     0.542069     0.550858  0.000199764
z_subj.11         0.548509   0.00710718     0.534326     0.543773     0.548631     0.553239      0.56208  0.000214044
z_subj.12          0.56896   0.00670324     0.555556     0.564373     0.569013     0.573575     0.582117  0.000180886
z_subj.13         0.551705   0.00723252     0.536882      0.54702     0.551812     0.556705     0.565411  0.000188423
z_subj.14         0.556042   0.00715696     0.541424     0.551317     0.555985     0.560925     0.570043  0.000195817
z_subj.15         0.565282   0.00692924     0.551685     0.560611     0.565289     0.569877     0.578912  0.000194068
z_subj.16         0.545809   0.00721637     0.531652     0.540709     0.545861     0.550909     0.559821  0.000210479
z_subj.17         0.441358   0.00823266     0.425094     0.435805     0.441453     0.446959     0.456826  0.000258006
z_subj.18         0.545083    0.0074521     0.530282     0.540054      0.54514     0.550323     0.559623  0.000200134
z_subj.19         0.545467   0.00695852     0.532625     0.540449     0.545378     0.550159     0.559309  0.000180446
z_subj.20         0.567988   0.00722985     0.553778     0.563306     0.567826     0.572903     0.582393  0.000219845
z_subj.21         0.546428   0.00703123     0.532598     0.541767     0.546516     0.551096     0.559917   0.00019785
z_subj.22         0.520228   0.00706269     0.506505     0.515353     0.520383     0.525164       0.5339  0.000199643
z_subj.23         0.442596   0.00888351     0.425285     0.436656     0.442683     0.448575     0.460206   0.00028003
DIC: -59084.946079
deviance: -59242.357683
pD: 157.411604
